Time,Plasma/ CSF/ ER Nicotine,Sequestered Nicotine,Fraction of Activated nAChR
29.0164414375213,17.2663159783819,21.7818325196675,0.36210064488888
29.0180917402193,18.3489697769693,21.8293423351585,0.376583932618325
29.0197420429174,19.4107903834875,21.8822127784065,0.390158079721635
29.0213923456155,20.4521963622226,21.940328326809,0.402903948893145
29.0230426483136,21.4735989398301,22.0035757969406,0.414894495931574
29.0246929510117,22.4754023858639,22.0718443036789,0.426192662541258
29.0263432537098,23.4580037580953,22.1450252194923,0.436854191898702
29.0279935564078,24.4217925406368,22.2230121327066,0.446931440462875
29.0296438591059,25.3671511814425,22.3057008057885,0.456470026385686
29.031294161804,26.2944550898939,22.392989134755,0.465509926644012
29.0329444645021,27.2040725945795,22.4847771093652,0.474086607060691
29.0345947672002,28.0963645322768,22.5809667723279,0.482235984613092
29.0358185326038,28.7470566044775,22.6550807782284,0.488020800978016
29.0370422980074,29.388558763553,22.7315239727591,0.493595985658667
29.038266063411,30.0210104851009,22.8102585244538,0.498976114137314
29.0391099184195,30.4519215065248,22.8658657097591,0.502577423979477
29.0399537734281,30.8786397894698,22.9225326270373,0.50608986450506
29.0407976284366,31.3012090460462,22.9802473487908,0.509520780979461
29.0413678854444,31.5844439657475,23.0198369031881,0.511795311713941
29.0419381424523,31.8658178264509,23.059895960275,0.514031506142509
29.0425083994602,32.1453436239563,23.10042093657,0.516233066518807
29.0429152033877,32.3436265531656,23.1296129874428,0.517784092866856
29.0433220073153,32.5409806479544,23.1590390478913,0.519316667368681
29.0437288112428,32.7374105244659,23.1886978408857,0.520832187977291
29.0441356151704,32.9329207981017,23.2185880959279,0.522331831378056
29.0445424190979,33.1275162249335,23.2487085489796,0.523815284873347
29.0449492230255,33.3212015377709,23.2790579425153,0.525282182576352
29.045356026953,33.5139814240797,23.3096350255621,0.526732446269496
29.0457628308806,33.7058603781582,23.3404385535653,0.528167417585349
29.0461696348081,33.8968430468609,23.3714672883033,0.529587038711572
29.0465764387357,34.0869338418877,23.4027199978016,0.530992814125632
29.0469832426632,34.2761374664723,23.4341954564118,0.532383714099648
29.0473900465908,34.4644586510424,23.4658924449751,0.533758354739125
29.0477968505183,34.6519017173472,23.4978097506821,0.535118444888425
29.0482036544459,34.8384709992516,23.5299461667901,0.536465457019692
29.0486104583734,35.0241710722827,23.5623004926274,0.537798686511403
29.049017262301,35.2090064409372,23.594871533762,0.53911786419472
29.0494240662285,35.3929816673295,23.6276581021106,0.540421914152296
29.0498308701561,35.5761008451572,23.6606590156669,0.541713627049315
29.0502376740836,35.7583683488862,23.6938730983007,0.542993148024308
29.0506444780112,35.9397888165558,23.7272991799686,0.544258186027469
29.0510512819387,36.1203665136518,23.7609360968255,0.545509543583736
29.0514580858663,36.3001055417711,23.7947826909862,0.546749223453449
29.0518648897938,36.4790102056107,23.8288378103557,0.547977232890538
29.0522716937214,36.6570849081587,23.8631003087505,0.549192537542169
29.0526784976489,36.8343339102997,23.8975690460149,0.550395166946885
29.0530853015765,37.010761356894,23.9322428879144,0.551585975045673
29.053492105504,37.1863714256674,23.9671207059819,0.552765335645703
29.0538989094316,37.3611683385842,24.0022013775051,0.553933045753155
29.0543057133591,37.5351562767482,24.0374837855848,0.55508907230951
29.0547125172867,37.7083393578611,24.0729668191168,0.556233751945784
29.0551193212142,37.8807216817012,24.1086493727112,0.557367394210067
29.0555261251418,38.0523073527923,24.1445303466417,0.558490081848633
29.0559329290693,38.2231004589162,24.1806086468435,0.559601858485711
29.0565554599035,38.4829394167504,24.2361987178721,0.561282475305412
29.0582309437718,39.1732108092344,24.3880670696499,0.565684736633646
29.0591836253824,39.5598872724534,24.4758631021801,0.568113017095117
29.060136306993,39.942412943395,24.564688776196,0.57048828230985
29.0610889886036,40.3208374156657,24.6545307927725,0.572812113909038
29.0620416702141,40.6952096669757,24.7453760131495,0.575086278877861
29.0629943518247,41.0655781001909,24.8372114568438,0.577312435242117
29.0646333243069,41.6935208109089,24.9974832916432,0.5810337696413
29.0662722967891,42.3099940181384,25.1605839156779,0.584623615404225
29.0667735042735,42.4962616922279,25.2110160619993,0.585696213671904
29.0667735042735,42.4962616922279,25.2110160619993,0.585696213671904
29.0667773815941,42.494556611825,25.2114071765273,0.585704168219527
29.0667812589148,42.4928516772392,25.2117982688372,0.585711829242457
29.0667891477329,42.4893832061648,25.2125939261232,0.585726624538981
29.0667970365511,42.4859152609105,25.2133895016726,0.585740387727042
29.0668049253693,42.4824478783893,25.2141849886859,0.585753063694498
29.0668210452123,42.4753644694065,25.2158101852087,0.585775663172689
29.0668484895524,42.4633101236793,25.2185762324308,0.585804705079933
29.0668759338924,42.4512622424419,25.2213411695813,0.585822796002576
29.0669033782325,42.4392205724606,25.2241049961911,0.585831101071802
29.0669412457556,42.4226153404464,25.2279166834215,0.585828377379526
29.0669791132788,42.4060209758076,25.2317262578182,0.585811415179825
29.0670169808019,42.3894369847731,25.2355337206553,0.585782492282756
29.0670790183641,42.3622892016251,25.2417668465958,0.585713917691727
29.0671410559262,42.3351667937435,25.2479943142129,0.585624762922184
29.0672030934884,42.308068692925,25.2542161287275,0.585520079719685
29.0672651310506,42.2809941247394,25.2604322951522,0.585403570662025
29.0673271686128,42.2539425136642,25.2666428183541,0.585278008081714
29.067389206175,42.2269134223396,25.2728477030993,0.585145505858749
29.0674512437372,42.1999065145044,25.2790469540809,0.585007688455282
29.0675132812993,42.1729215305847,25.2852405759369,0.584865804542882
29.0675753188615,42.1459582698014,25.2914285732617,0.584720811564759
29.0676373564237,42.1190165762823,25.2976109506164,0.584573442072527
29.0676993939859,42.0920963282177,25.303787712535,0.584424256021123
29.0678020926531,42.0475787098914,25.3140005618776,0.584174370570937
29.0679047913202,42.0031192748542,25.3241980552029,0.583922034765227
29.0680074899874,41.9587177829954,25.3343802128065,0.583668164081746
29.0681691730164,41.8889315686628,25.3503794030968,0.58326667930635
29.0683308560453,41.8192880475673,25.3663407116578,0.582863934733963
29.0684925390742,41.7497868390159,25.3822642169027,0.582460464027942
29.0686542221032,41.6804275903113,25.3981499970636,0.582056622529627
29.0689015369542,41.5746076560977,25.4223765185757,0.581438678912347
29.0694799164463,41.3284209353131,25.478691232094,0.579993405427848
29.0698444831046,41.1741655021892,25.5139426109291,0.579083201945717
29.0702090497629,41.0206191586721,25.5490054793451,0.57817322881618
29.0705736164212,40.8677786371843,25.5838807152365,0.577263370685023
29.0711945849294,40.6090569584933,25.6428552595207,0.575714121749796
29.0718155534376,40.3523560315575,25.7012926304914,0.574165647156585
29.0724365219458,40.0976608749964,25.7591968254217,0.572618053170396
29.0733825612243,39.7134487276261,25.8463996645097,0.570262076691056
29.0743286005029,39.3337989972086,25.9323898287737,0.567908376405744
29.0758360475612,38.738148212507,26.066938857361,0.564163029711539
29.0773434946195,38.1537434421145,26.1984991318125,0.560424618600093
29.0788509416778,37.5803686363762,26.3271283353466,0.556693819170516
29.0803583887362,37.0178071953078,26.4528843030054,0.552971214193141
29.0829379409005,36.0796404143708,26.6615717003319,0.546621816692284
29.0855174930649,35.1715196466118,26.8622776026005,0.540301265893631
29.0899349626727,33.683385508055,27.1881863200924,0.5295531911057
29.0943524322804,32.2758553428115,27.4926933039865,0.518913302582082
29.0987699018881,30.9444908126385,27.7769835268212,0.508395590582797
29.1031873714959,29.6851208208788,28.0421705776002,0.498013756795302
29.1076048411036,28.4938149347086,28.2893037970801,0.487780487301835
29.1120223107114,27.3668540891713,28.5193761233774,0.477707105023313
29.1164397803191,26.3007157711018,28.7333280068401,0.467804504240269
29.1208572499268,25.2920674060022,28.9320491600978,0.458083484413799
29.1252747195346,24.3377597397926,29.1163803977154,0.448553197613682
29.1296921891423,23.4348175617777,29.2871161452173,0.439220451725403
29.1341096587501,22.5804290250552,29.4450071807075,0.430092125773693
29.1385271283578,21.7719358788843,29.5907631827689,0.421176648638603
29.1429445979656,21.0068257996402,29.7250550035481,0.412479088722991
29.1473620675733,20.2827244526594,29.8485167604016,0.404001406506481
29.151779537181,19.5973871185961,29.961747820433,0.395748015304637
29.1561970067888,18.9486921753309,30.0653147003827,0.3877232482197
29.1606144763965,18.3346348678506,30.159752877194,0.379927232076441
29.1650319460043,17.7533201537891,30.2455684964075,0.372359823723635
29.169449415612,17.2029565044649,30.3232399782025,0.365022679635097
29.1738668852197,16.6818507893048,30.3932195343539,0.357917139639074
29.1782843548275,16.1884031789988,30.4559346071842,0.351039080999448
29.181358538928,15.8605216222116,30.4955072065892,0.346386058050138
29.1844327230286,15.5448147528747,30.5318875187781,0.341842485246343
29.1875069071292,15.2408152863847,30.5652003967973,0.337407099509944
29.1905810912297,14.9480739984493,30.5955658589156,0.33307878766306
29.1936552753303,14.6661589889229,30.6230992901791,0.328856637976451
29.1967294594309,14.3946550035066,30.6479116405725,0.324739439432459
29.1998036435314,14.1331627439222,30.670109601877,0.320725809560297
29.202877827632,13.8812982404208,30.6897957685725,0.316814427658621
29.2059520117325,13.6386922968886,30.7070687919331,0.31300389577537
29.2106093505211,13.2879977945579,30.7288506812919,0.307419647522253
29.2152666893096,12.956566321565,30.7456249574467,0.302057731070167
29.2199240280981,12.6432907560219,30.7576874827382,0.296912427194539
29.2245813668866,12.3471277341102,30.7653170944216,0.291977730571979
29.2316504383414,11.9281112331409,30.7690120953697,0.284876113834044
29.2387195097962,11.5430720915553,30.7639502059559,0.27822319563045
29.245788581251,11.1890947572374,30.7509106727858,0.271996541089358
29.2528576527059,10.8635143210122,30.7306057653934,0.266173547361137
29.2599267241607,10.5638940980314,30.7036867550266,0.260731702410951
29.2669957956155,10.2880067746279,30.6707489386436,0.255648892990643
29.2740648670703,10.0338170448695,30.6323362735649,0.250903509331266
29.2811339385251,9.79946514611504,30.5889457754589,0.246474475098447
29.2882030099799,9.58325151765423,30.5410316091901,0.242341455207871
29.2952720814348,9.38362284192383,30.489008812135,0.238485023376813
29.3061566031376,9.10543412924302,30.4017396298346,0.233045103869426
29.3170411248404,8.85859913144563,30.3068576161899,0.228152993145345
29.3279256465432,8.6390952334486,30.205436893474,0.223750132848071
29.338810168246,8.44341684538869,30.098413186708,0.219782600101658
29.3496946899488,8.26850399193444,29.9866028867434,0.216201418392018
29.3605792116517,8.11169070435371,29.8707168121501,0.212963468890884
29.3714637333545,7.97065974555377,29.7513724353711,0.210029108503407
29.3823482550573,7.84339617048216,29.6291062780034,0.207361843612106
29.3932327767601,7.72814421006807,29.5043853012505,0.204931117349815
29.4008994841612,7.65333747995004,29.4152847286111,0.203346612140965
29.4085661915622,7.5832518546518,29.3252951843783,0.201855849316526
29.4162328989633,7.51745711879877,29.2345307263537,0.200450286930523
29.4238996063643,7.45556259915692,29.143094767134,0.199125459183792
29.4290851956323,7.41572909103081,29.0809166554441,0.198270651931869
29.43271166815,7.3887813501988,29.0372906353279,0.197690418919829
29.4363381406677,7.36254438907287,28.9935571569199,0.197125498492572
29.4399646131853,7.33698710744853,28.9497244465168,0.196574637488834
29.443591085703,7.31207982771974,28.9058003582339,0.196035646631792
29.4472175582207,7.28779390513524,28.8617923868957,0.19551001381043
29.4497775144172,7.27100955495607,28.8306801942179,0.1951478111963
29.4523374706138,7.25451222085345,28.7995321871249,0.194790575261003
29.4548974268103,7.23829295463445,28.7683507035392,0.194438385964235
29.4574573830069,7.22234305013555,28.7371380051714,0.194092507175318
29.4600173392035,7.20665424197323,28.7058962795841,0.193752328585602
29.4625772954,7.19121856460983,28.6746276432091,0.193415852893707
29.4651372515966,7.17602802385911,28.6433341433612,0.193085138216462
29.4668702560145,7.16587982113636,28.6221363867399,0.192865119023541
29.4686032604324,7.15583833012234,28.6009287416956,0.19264634529796
29.4703362648503,7.14590127023912,28.5797117926271,0.19242914362388
29.4720692692682,7.13606631207654,28.5584861106651,0.192215497267912
29.4738022736861,7.12633142771548,28.5372522539642,0.192004226917074
29.4750801661617,7.11921606391094,28.5215897973621,0.191848132005963
29.4763580586373,7.11215314410405,28.5059234079631,0.191693163038551
29.4776359511129,7.10514179947644,28.4902532968693,0.191540260056491
29.4789138435885,7.09818130208257,28.474579671501,0.19138852196706
29.480191736064,7.09127090934951,28.4589027359948,0.191237326399819
29.4814696285396,7.08440981423348,28.4432226912823,0.191087148264313
29.4827475210152,7.07759723712931,28.4275397349278,0.190938285783792
29.4840254134908,7.07083245522037,28.4118540611279,0.190790409245383
29.4853033059663,7.06411474740458,28.3961658608798,0.190643327445178
29.4865811984419,7.0574433775261,28.3804753220767,0.190497221421839
29.4878590909175,7.05081762772093,28.3647826295007,0.190352174433571
29.4891369833931,7.04423680766879,28.3490879648454,0.190208050922104
29.4904148758687,7.03770023388557,28.3333915067944,0.190064783523419
29.4916927683442,7.03120722426341,28.3176934310823,0.189922433496592
29.4929706608198,7.02475711051047,28.3019939105288,0.189781015709771
29.4942485532954,7.01834924085524,28.2862931150797,0.189640470176084
29.495526445771,7.01198297207848,28.2705912118619,0.189500768691289
29.4968043382465,7.00565766782125,28.2548883652301,0.189361926975509
29.4980822307221,6.99937270325206,28.2391847368064,0.189223939774205
29.5001994731996,6.98904676978157,28.2131652983956,0.188997138865345
29.502316715677,6.97882716064821,28.1871448561594,0.188772536710462
29.5044339581544,6.96871121410389,28.1611240976463,0.188550090372747
29.5065512006319,6.95869633853584,28.1351036915225,0.188329762115831
29.5112320151332,6.93690163955112,28.0775820604625,0.187849892187244
29.5159128296345,6.91556260242676,28.0200720268868,0.187379535514128
29.5229605386461,6.88423893545354,27.933517257091,0.186688165263507
29.5300082476578,6.85381476078437,27.8470229910515,0.186015591163475
29.5370559566694,6.82421879096116,27.7606073952033,0.185360322933234
29.544103665681,6.79538579093983,27.6742870156046,0.184720985188038
29.5571639591127,6.74377185915178,27.5146265355133,0.183574139753111
29.5702242525444,6.69424017491538,27.3554280286168,0.182470691340669
29.5832845459761,6.64650744929766,27.1967614991334,0.181404638225969
29.6042433988719,6.57307299141721,26.943393425119,0.17975938018297
29.6252022517677,6.50285233047232,26.6917362737134,0.178180195894126
29.6461611046634,6.43523260697836,26.4419302360394,0.176654006246356
29.6671199575592,6.36974050296636,26.1940782996667,0.175170523672385
29.6880788104549,6.30600449405587,25.9482563587858,0.173721773666843
29.7090376633507,6.24373691021397,25.7045180290893,0.172301651354185
29.7299965162465,6.18272007156433,25.4628983761525,0.170905392513951
29.7509553691422,6.12278891449162,25.2234185647939,0.169529420554936
29.771914222038,6.06381504306614,24.9860901355813,0.168171031758892
29.7928730749338,6.00569714480488,24.7509175810874,0.166828027604492
29.8138319278295,5.94835614223533,24.5178996391901,0.165498736175641
29.8347907807253,5.89173113270915,24.2870303810702,0.164181929268495
29.855749633621,5.8357748016529,24.0583004451881,0.162876588238361
29.8767084865168,5.78044948585426,23.831698086141,0.161581941983057
29.8976673394126,5.72572482720785,23.6072098018951,0.160297444004941
29.9186261923083,5.67157646396397,23.3848206886267,0.159022597118776
29.9395850452041,5.61798482691707,23.164514757605,0.157757022454049
29.9605438980999,5.56493390497194,22.9462752630527,0.156500490513299
29.995450048383,5.47774407762462,22.5873457644481,0.154427189901949
30,5.46648412304843,22.5409744407266,0.154158695727536
30,5.46648412304843,22.5409744407266,0.154158695727536
30.0000017556724,5.46790250589729,22.5409565736647,0.154158718492424
30.0000035113448,5.46932083325401,22.5409387143243,0.154158867076853
30.0000075965488,5.47262088288274,22.5408971860064,0.154159664314896
30.0000116817529,5.4759206670295,22.5408556948447,0.154161060049905
30.0000157669569,5.47922016461743,22.5408142439323,0.154163099506465
30.0000223919294,5.48457033285664,22.5407471112817,0.154167801699814
30.0000353713189,5.49504994651991,22.5406159056597,0.15418193981216
30.0000483507083,5.50552663583506,22.5404851211487,0.154202480292225
30.0000613300978,5.51600043582401,22.5403547580169,0.154229260320777
30.0000828310245,5.5333444874526,22.5401397329228,0.154286893489915
30.0001043319513,5.55068086819042,22.5399258637928,0.154360481890798
30.000125832878,5.56800973959436,22.5397131501448,0.154449294492069
30.0001473338047,5.58533125980806,22.5395015914465,0.154552613213914
30.0001904446895,5.62004056315233,22.539080878653,0.154800858671339
30.0002335555743,5.65472198501937,22.5386648029619,0.15509975229984
30.0002766664592,5.68937652170217,22.5382533604688,0.155444680134488
30.000319777344,5.72400506725448,22.5378465474146,0.155831461577005
30.0003628882288,5.75860842887333,22.5374443601589,0.156256287931991
30.0004059991136,5.79318733782982,22.5370467951638,0.15671567945492
30.0004491099985,5.8277424573219,22.5366538489835,0.157206454711286
30.0004922208833,5.86227438883166,22.5362655182555,0.157725705607213
30.0005579146668,5.9148519006183,22.535682635018,0.158565817870557
30.0006236084504,5.96737853424687,22.535110450223,0.159457525139008
30.0006893022339,6.01985577210052,22.5345489528525,0.16039346515987
30.0007549960174,6.07228487701743,22.5339981321894,0.161367295510173
30.000820689801,6.12466693377744,22.533457977761,0.16237351623075
30.0008863835845,6.1770028830988,22.532928479294,0.163407321638368
30.000952077368,6.22929354206303,22.5324096266868,0.164464510301717
30.0010177711516,6.28153961816832,22.5319014099908,0.165541422365848
30.0010834649351,6.33374172270751,22.531403819393,0.166634879222291
30.0012258623744,6.44674617280119,22.5303616786513,0.169049085595642
30.0013682598136,6.55955079151515,22.5293693215204,0.171505687387606
30.0015106572529,6.67215872791981,22.5284266524969,0.173988263003018
30.0016530546922,6.78457231527735,22.5275335773116,0.176484844703951
30.0017954521314,6.89679338296551,22.5266900025108,0.178986367563707
30.0019378495707,7.00882337479935,22.5258958353055,0.181486012072462
30.00208024701,7.1206633921495,22.5251509835172,0.183978917711634
30.0022226444492,7.23231427519185,22.5244553554645,0.186461742510879
30.0023650418885,7.34377670681945,22.5238088598197,0.188932124635465
30.0025074393278,7.45505127876459,22.5232114055215,0.191388319183231
30.002649836767,7.56613851051011,22.5226629017546,0.193829060991641
30.0027922342063,7.67703885528709,22.5221632579421,0.19625350171201
30.0030326974293,7.86389053753441,22.521430188521,0.200309127526163
30.0032731606523,8.05021221438859,22.5208357579572,0.204315378013241
30.0035136238753,8.23600551265222,22.5203795336877,0.208271903677235
30.0037540870983,8.42127199185111,22.5200610844314,0.212178861881564
30.0039945503213,8.60601317543376,22.5198799801525,0.216036668778279
30.0042350135443,8.79023055735324,22.5198357920552,0.219845922583942
30.0046322085231,9.09337590565124,22.5200615236428,0.226033617826177
30.005029403502,9.39510267945884,22.5206577333654,0.23209447307841
30.0054265984809,9.69541740128622,22.5216225104688,0.238032238551015
30.0060864170986,10.1911953380178,22.5240347429262,0.247633648418254
30.0067462357164,10.6831243749269,22.5274501541146,0.256921157514869
30.0074060543342,11.1712341806957,22.5318601469941,0.265909799255562
30.0080658729519,11.6555543259599,22.5372561916267,0.274613646321478
30.0087256915697,12.1361142869369,22.5436298248523,0.283045798646631
30.0097896690804,12.9031857576101,22.5559454144494,0.296101648520461
30.0108536465911,13.660678422229,22.5707463277826,0.308530752134612
30.0119176241018,14.4087136809921,22.5879981647119,0.320376641426005
30.0129816016125,15.1474119545959,22.60766696576,0.331678764177106
30.0146648300252,16.2972645918058,22.6436380998049,0.348535106491112
30.016348058438,17.424514135716,22.6854440523618,0.364247067688578
30.0180312868508,18.5296203210285,22.732956965126,0.378924967541856
30.0197145152635,19.6130353405388,22.7860516037875,0.392665736067961
30.0213977436763,20.6752037985938,22.8446053131904,0.405554020314995
30.023080972089,21.7165622909551,22.9084979717178,0.417666334039001
30.0247642005018,22.7375398991648,22.9776119460454,0.429068168070346
30.0264474289146,23.7385578712078,23.0518320461538,0.439817387928883
30.0281306573273,24.7200291774327,23.1310454790476,0.449968835641402
30.0298138857401,25.6823591964481,23.215141802522,0.459569878181335
30.0314971141528,26.6259458783663,23.3040128807714,0.468660227087442
30.0331803425656,27.5511789962808,23.3975528398642,0.477279177906352
30.0348635709783,28.4584404476893,23.495658022077,0.485464334760879
30.0365467993911,29.3481053275144,23.5982269423272,0.493243805540937
30.037745717802,29.9712623495022,23.6739511730423,0.498550814699639
30.0389446362128,30.5858088626633,23.7518543018301,0.503676768351703
30.0401435546237,31.191873177436,23.8319016025186,0.508632624593027
30.0413424730346,31.7895825129066,23.9140588705371,0.513422398170125
30.0421915677083,32.2079050667135,23.973501953921,0.516717268684822
30.0430406623821,32.6221431381066,24.0339746157908,0.519938252459139
30.0438897570559,33.0323402679606,24.0954651687566,0.523086525678752
30.0447388517297,33.43853981777,24.1579620506693,0.526160499209431
30.0455879464034,33.8407839080136,24.2214538233174,0.529165178563004
30.0461924150104,34.1247531586548,24.2672534713618,0.531266251451859
30.0467968836174,34.4067541386972,24.3135475450081,0.533334062401751
30.0474013522244,34.6868020615694,24.3603320298102,0.535366894429869
30.0480058208314,34.9649113974698,24.4076029422082,0.537368256830658
30.0486102894383,35.2410966085215,24.4553563286499,0.539340984893953
30.0492147580453,35.5153725701556,24.503588265488,0.541283104870795
30.0498192266523,35.7877540382694,24.5522948593995,0.543192970827886
30.0504236952593,36.0582550003871,24.6014722469837,0.545074464216693
30.0510281638663,36.3268894901952,24.6511165939212,0.54693039245556
30.0516326324732,36.593672022993,24.701224094963,0.548758045534886
30.0522371010802,36.8586169732144,24.7517909744109,0.550555296817758
30.0528415696872,37.1217378189445,24.8028134856084,0.552326725859177
30.0532731261263,37.3084826545666,24.839517385976,0.5535779455339
30.0537046825655,37.4943099812041,24.8764502883871,0.554814936219012
30.0541362390046,37.6792247982247,24.9136108559967,0.556037353732562
30.0545677954438,37.8632317339799,24.9509977592849,0.557248164651999
30.0549993518829,38.0463357191325,24.9886096757708,0.55844785968546
30.0554309083221,38.2285419533532,25.0264452902087,0.559634029273538
30.0558624647612,38.4098552826533,25.0645032947473,0.560806770495466
30.0562940212004,38.5902802692904,25.1027823886487,0.561968760836582
30.0567255776395,38.769821777164,25.1412812780848,0.563120100357904
30.0571571340787,38.9484848703018,25.1799986763472,0.564258548902174
30.0575886905178,39.1262742588887,25.2189333039488,0.565384492677098
30.0580202469569,39.303194430471,25.2580838883354,0.566500423055148
30.0584518033961,39.4792501774733,25.2974491637304,0.567606129335361
30.0588833598352,39.6544464373614,25.3370278713508,0.568699501360561
30.0593149162744,39.8287876839951,25.3768187594053,0.569782374036059
30.0597464727135,40.0022784824363,25.4168205828819,0.570855346103389
30.0601780291527,40.174923573191,25.4570321035105,0.571917661694122
30.0606095855918,40.3467276633858,25.4974520898907,0.572968115096138
30.061041142031,40.517695293847,25.538079317484,0.574008127288841
30.0614726984701,40.6878308230631,25.5789125683715,0.575038978878058
30.0619042549093,40.857138759686,25.619950631121,0.576059842390403
30.0623358113484,41.025623716234,25.6611923009151,0.577070330600882
30.0627673677876,41.1932901870532,25.7026363796563,0.578071230960025
30.0631989242267,41.3601425538738,25.7442816758559,0.579063040562933
30.0636304806659,41.5261852210936,25.7861270044798,0.580045476923716
30.064062037105,41.6914226266864,25.8281711869305,0.581018343094589
30.0644935935441,41.8558591619284,25.8704130510921,0.581981936860335
30.0649251499833,42.0194991560801,25.9128514313015,0.582936589290532
30.0653567064224,42.1823469234279,25.9554851682659,0.583882348693975
30.0657882628616,42.3444067792561,25.9983131090131,0.584819196859151
30.0662198193007,42.5056830142476,26.0413341068834,0.58574726709837
30.0666513757399,42.6661798811817,26.08454702151,0.586666755879474
30.0667735042735,42.7114588695647,26.0968107661498,0.586925431132455
30.0667735042735,42.7114588695647,26.0968107661498,0.586925431132455
30.0667773854318,42.709751715066,26.0972007195107,0.586933342663222
30.06678126659,42.7080447064882,26.0975906506121,0.586940961006023
30.0667891607811,42.704573086735,26.0983837005617,0.586955666145896
30.0667970549721,42.701101992834,26.0991766686728,0.586969341165096
30.0668049491632,42.6976314616895,26.0999695481375,0.586981931167118
30.0668210959192,42.6905346165966,26.101591016033,0.587004382446147
30.0668484969153,42.678496567676,26.1043417631264,0.58703310157571
30.0668758979114,42.66646495421,26.1070914037783,0.587050947374707
30.0669032989075,42.654439524411,26.1098399375197,0.587059078358945
30.0669413286289,42.6377593159212,26.1136527815456,0.587056163177099
30.0669793583503,42.6210900526867,26.1174634948419,0.587038964794615
30.0670173880717,42.6044312364827,26.1212720786971,0.58700978160027
30.0670799313374,42.5770560313479,26.1275310070019,0.58694045610627
30.0671424746032,42.5497065721687,26.133784185071,0.586850437826135
30.0672050178689,42.522381773886,26.1400316182452,0.586744858572314
30.0672675611347,42.4950808528335,26.1462733116525,0.58662746551355
30.0673301044005,42.4678032286696,26.1525092702727,0.586501054404037
30.0673926476662,42.4405484616586,26.1587394989827,0.58636775038408
30.067455190932,42.413316214546,26.1649640025857,0.586229182014997
30.0675177341978,42.3861062275742,26.171182785829,0.586086597715256
30.0675802774635,42.3589183002472,26.1773958534166,0.585940952067247
30.0676428207293,42.3317522772141,26.1836032100181,0.585792973334671
30.067705363995,42.3046080372726,26.1898048602768,0.585643216566231
30.0678085916922,42.2598538594093,26.2000282183508,0.585393208647795
30.0679118193893,42.2151584433567,26.2102360647528,0.585140832838065
30.0680150470864,42.1705215524905,26.2204284200867,0.584886979759028
30.0681789765953,42.09975632396,26.2365824850349,0.584482104178793
30.0683429061042,42.0291377532976,26.2526976173284,0.584076014996739
30.068506835613,41.9586654506438,26.2687738986791,0.583669228124853
30.0686707651219,41.8883390526283,26.2848114106098,0.583262089159791
30.0689247940429,41.779647089746,26.3095871082223,0.582630985512356
30.0694999947261,41.5348203137286,26.3653452514746,0.581201931606466
30.0700751954094,41.291766449551,26.4206320992634,0.579773900071659
30.0706503960927,41.050472561105,26.4754511129942,0.578346812397387
30.0715354104411,40.6826117304215,26.5588933929809,0.576152043509354
30.0724204247894,40.3188368349964,26.6412496881747,0.573958905756456
30.0733054391378,39.9591047333091,26.7225315113694,0.571767649850021
30.0747748170194,39.3706519440526,26.8551424698493,0.568134099371955
30.0762441949011,38.7930290967393,26.984875481244,0.564506827684537
30.0777135727827,38.2260342023019,27.1117844751427,0.560886451832515
30.0791829506644,37.6694638574526,27.2359237626456,0.557273519199807
30.0818553561187,36.6832998514992,27.454769252994,0.550723476671897
30.084527761573,35.7298337606395,27.6649295402646,0.544203326512375
30.0888659615066,34.248871303088,27.9883420679218,0.533691374793239
30.0932041614403,32.8467108259937,28.2908333350378,0.523280971410017
30.0975423613739,31.5190920668594,28.5735407717383,0.512985403775247
30.1018805613075,30.262006113027,28.8375346691155,0.502817688074895
30.1062187612411,29.0716691807595,29.0838252166364,0.492789907771316
30.1105569611748,27.9444967143612,29.3133694375181,0.482912933011399
30.1148951611084,26.8770907067918,29.5270745373878,0.473197241461851
30.119233361042,25.8662336694711,29.7257995035513,0.463653143413364
30.1235715609757,24.9088821444273,29.9103569014938,0.454289428447276
30.1279097609093,24.0021578215192,30.0815152690532,0.445112888675752
30.1322479608429,23.1433375859755,30.2400016776146,0.436130411402249
30.1365861607765,22.3298445124812,30.3865040960676,0.42734999439175
30.1409243607102,21.5592406802351,30.5216735067225,0.418776476236803
30.1452625606438,20.8292196670894,30.6461258625133,0.410412277648122
30.1496007605774,20.1375987488085,30.7604439487226,0.402262298310827
30.1539389605111,19.4823129407005,30.8651791668899,0.394330421909627
30.1582771604447,18.8614088900791,30.9608532342398,0.386617443961707
30.1626153603783,18.2730385051949,31.0479597894478,0.379122352982887
30.1669535603119,17.7154524076307,31.1269659009863,0.371848636949323
30.1699025122634,17.3531538175811,31.1762729297905,0.367031373673034
30.1728514642148,17.0038179893856,31.2221740542747,0.362315102689716
30.1758004161663,16.6669669728729,31.2647969185306,0.357699742540723
30.1787493681177,16.3421406160903,31.304264418131,0.353185444256187
30.1816983200692,16.0288959574319,31.34069489237,0.348771427082412
30.1846472720207,15.7268063725692,31.3742023134234,0.344456829048822
30.1875962239721,15.4354609304897,31.4048964538291,0.340241038044086
30.1905451759236,15.1544638937369,31.4328830385127,0.336123202222644
30.193494127875,14.8834341552687,31.4582638907906,0.332102225006522
30.1964430798265,14.6220046655804,31.4811370755223,0.328177071550965
