Time,Plasma/ CSF/ ER Nicotine,Sequestered Nicotine,Fraction of Activated nAChR
6.00740584637493,11.1693688804337,22.5248050644831,0.26587601685812
6.0080655739603,11.6536240491399,22.5302020859984,0.274579514631847
6.00872530154568,12.1341200637974,22.5365764293413,0.283011354846124
6.0097892368104,12.9011654580821,22.5488939438782,0.29606802416544
6.01085317207513,13.6586327710353,22.5636965967159,0.308497907255987
6.01191710733986,14.4066433876348,22.5809499916688,0.320344538887175
6.01298104260459,15.1453177136549,22.6006201731418,0.331647369463722
6.014664680105,16.2954557460081,22.6366041402702,0.348509365935638
6.01634831760541,17.4229796780442,22.6784257691288,0.364226294808856
6.01803195510582,18.5283495766724,22.7259571083709,0.378908570455616
6.01971559260623,19.6120179599313,22.7790728331758,0.392653202498398
6.02139923010664,20.6744297503291,22.8376502003552,0.405544904576708
6.02308286760705,21.7160218540876,22.9015690026833,0.417660249234482
6.02476650510746,22.7372236562921,22.9707115235974,0.42906477441136
6.02645014260787,23.7384567010899,23.0449624921567,0.439816385064262
6.02813378010828,24.7201342467596,23.1242090367064,0.449969962446333
6.02981741760869,25.6826619529823,23.2083406385884,0.45957290380677
6.0315010551091,26.6264380442636,23.2972490876982,0.46866494206802
6.03318469260951,27.5518525597375,23.3908284379074,0.477285399137317
6.03486833010991,28.4592876553653,23.4889749613416,0.485471906060007
6.03655196761032,29.3491186794171,23.5915871047635,0.493252580186626
6.0377506823255,29.9721340813547,23.6673115061417,0.49855820681536
6.03894939704067,30.5865424379972,23.7452139183848,0.50368286502093
6.04014811175584,31.1924719859717,23.825259635158,0.508637511170045
6.04134682647101,31.7900498734536,23.9074144713416,0.51342614689022
6.04219550367293,32.208147365572,23.9668360344197,0.516719202969493
6.04304418087484,32.6221645925738,24.0272861083862,0.519938456679835
6.04389285807676,33.0321450298749,24.0887530236341,0.523085077113041
6.04474153527868,33.4381319743406,24.1512252355468,0.52615746814906
6.04559021248059,33.8401674816921,24.2146913231975,0.529160635666774
6.04619427218342,34.1239383639654,24.2604635667554,0.53126029017794
6.04679833188625,34.4057436838063,24.3067295543429,0.533326728557376
6.04740239158908,34.6855986244269,24.3534852797401,0.535358229848743
6.0480064512919,34.9635176256726,24.4007267675303,0.53735830192516
6.04861051099473,35.2395151196222,24.4484500722222,0.539329778997084
6.04921457069756,35.513605951727,24.496651278147,0.541270689054052
6.04981863040039,35.7858048486345,24.5453264998792,0.543179384271676
6.05042269010321,36.0561257690046,24.5944718818347,0.545059742267625
6.05102674980604,36.3245827178924,24.6440835974327,0.546914567407968
6.05163080950887,36.5911901815181,24.6941578490833,0.54874115420381
6.0522348692117,36.8559625059898,24.7446908686687,0.550537376247043
6.05283892891453,37.1189131420817,24.7956789170353,0.55230780572731
6.05327026414561,37.3055684515796,24.832363882144,0.553558530424746
6.0537015993767,37.4913071593802,24.8692776232207,0.554795039364995
6.05413293460779,37.6761342573032,24.906418805425,0.556016989262084
6.05456426983888,37.8600543667838,24.9437861012267,0.557227341432107
6.05499560506997,38.0430724111109,24.9813781901204,0.558426585892041
6.05542694030106,38.2251935821015,25.0191937588214,0.559612318270784
6.05585827553215,38.4064227186442,25.0572315014248,0.560784634779926
6.05628961076324,38.586764376417,25.0954901191247,0.561946206404416
6.05672094599433,38.7662234119354,25.1339683200114,0.563097134416358
6.05715228122541,38.9448048814369,25.1726648192806,0.564235185380809
6.0575836164565,39.1225134883847,25.2115783393347,0.56536074300493
6.05801495168759,39.299353714063,25.2507076094953,0.566476290943536
6.05844628691868,39.4753303435081,25.2900513658487,0.567581621562116
6.05887762214977,39.650448306505,25.3296083514603,0.568674632576761
6.05930895738086,39.8247120709386,25.3693773163733,0.569757150369426
6.05974029261195,39.9981261954073,25.4093570173971,0.570829771081563
6.06017162784304,40.1706954130008,25.4495462180701,0.571891744238083
6.06060296307413,40.3424244237727,25.4899436887862,0.572941869242985
6.06103429830522,40.5133177616904,25.5305482067872,0.573981563853409
6.0614656335363,40.6833797796857,25.5713585559219,0.575012101163163
6.06189696876739,40.8526149802155,25.6123735265135,0.576032655395786
6.06232830399848,41.0210279685391,25.6535919154876,0.577042843226997
6.06275963922957,41.1886232321707,25.6950125264756,0.578043451158405
6.06319097446066,41.355405146812,25.7366341697047,0.57903497395786
6.06362230969175,41.5213781107456,25.778455661844,0.580017129466192
6.06405364492284,41.6865465554265,25.8204758259874,0.580989722019753
6.06448498015393,41.850914865694,25.8626934916973,0.581953049204927
6.06491631538502,42.0144873646839,25.9051074949765,0.582907441142155
6.06534765061611,42.1772683606132,25.9477166781854,0.583852945929552
6.06577898584719,42.3392621625864,25.9905198899932,0.584789545674934
6.06621032107828,42.500473055126,26.0335159853692,0.585717373676704
6.06664165630937,42.6609052849812,26.0767038255633,0.586636626042319
6.0667735042735,42.7097905063335,26.0899433151331,0.586915930158801
6.0667735042735,42.7097905063335,26.0899433151331,0.586915930158801
6.06677738540278,42.7080833675816,26.0903332775854,0.586923842011327
6.06678126653205,42.7063763747498,26.0907232177785,0.586931460673369
6.06678916068283,42.7029047787998,26.0915162880996,0.586946166488247
6.06679705483361,42.6994337087019,26.092309276583,0.586959842167432
6.0668049489844,42.6959632013603,26.0931021764207,0.586972432812775
6.06682109553539,42.688866458889,26.094723673666,0.586994885196985
6.06684849686637,42.6768282840971,26.0974745391324,0.587023606744635
6.06687589819735,42.664796544983,26.1002242981292,0.587041454370579
6.06690329952833,42.6527709897481,26.1029729501875,0.587049586640845
6.06694132799593,42.6360913610261,26.1067857861202,0.587046672874463
6.06697935646353,42.6194226769558,26.1105964914619,0.5870294762603
6.06701738493113,42.6027644393469,26.114405067501,0.587000295026327
6.06707992425166,42.5753910085156,26.1206637948641,0.586930975311956
6.06714246357218,42.5480433207354,26.1269167727113,0.586840963705063
6.0672050028927,42.5207202910795,26.1331640063826,0.586735391387567
6.06726754221323,42.4934211359541,26.1394055010051,0.586618005177705
6.06733008153375,42.466145275055,26.1456412615576,0.586491600645907
6.06739262085427,42.4388922686651,26.1518712929162,0.586358302844231
6.0674551601748,42.4116617795377,26.1580955998833,0.586219740301816
6.06751769949532,42.3844535479167,26.1643141872053,0.586077161438952
6.06758023881584,42.3572673733035,26.1705270595852,0.585931520860175
6.06764277813636,42.3301031003435,26.176734221692,0.585783546862436
6.06770531745689,42.3029606078296,26.1829356781679,0.585633794532461
6.06780854102017,42.2582082780934,26.1931589532759,0.585383787598719
6.06791176458345,42.2135147056333,26.2033667179312,0.585131412143346
6.06801498814674,42.1688796537985,26.2135589927353,0.584877558978931
6.06817889995339,42.0981221391847,26.2297118360585,0.584472710210816
6.06834281176004,42.0275112509838,26.2458257550643,0.584066647486867
6.06850672356669,41.9570465994101,26.2619008314382,0.583659886856532
6.06867063537334,41.8867278211792,26.2779371466768,0.583252773990894
6.06892461024131,41.7780589766929,26.3027084145482,0.582621776716119
6.0694998369146,41.5332210760287,26.3584709950505,0.58119259434239
6.07007506358789,41.2901562506514,26.4137622361451,0.579764434328804
6.07065029026118,41.0488515626518,26.4685855997128,0.578337218315405
6.07153548391695,40.6809168380707,26.55204753969,0.576141906137237
6.07242067757271,40.3170696990829,26.6344230550929,0.573948225364313
6.07330587122848,39.9572669781729,26.7157236656523,0.571756426863627
6.07477557490854,39.3686893054733,26.8483673886855,0.568121907319586
6.0762452785886,38.7909462737356,26.9781319128662,0.564493668741221
6.07771498226866,38.2238357622592,27.1050712029284,0.560872328621345
6.07918468594872,37.6671542355771,27.229239605266,0.557258434735537
6.08185715092295,36.6809923677957,27.4480923555998,0.550707956609138
6.08452961589717,35.7275291159443,27.6582597072208,0.544187372027084
6.08886791070231,34.2465732186481,27.9816831924524,0.533674722903945
6.09320620550745,32.8444207730164,28.2841850017889,0.52326362796753
6.09754450031259,31.5168113479132,28.566902610374,0.512967376295333
6.10188279511773,30.2597358750143,28.8309063508536,0.502798985730881
6.10622108992287,29.0694104273533,29.0772064509319,0.492770541275156
6.11055938472801,27.9422503181283,29.3067599688349,0.482892914403409
6.11489767953315,26.8748574205746,29.5204741421609,0.473176584064946
6.11923597433829,25.86401413681,29.7192079873986,0.463631861936404
6.12357426914343,24.9066769091492,29.903774096664,0.454267538790827
6.12791256394857,23.9999673366352,30.0749410320725,0.445090407410751
6.1322508587537,23.1411622218519,30.233435887105,0.43610735572899
6.13658915355884,22.3276845643047,30.3799466507252,0.427326382799906
6.14092744836398,21.5570963750781,30.5151243234477,0.418752328175071
6.14526574316912,20.8270911705383,30.6395848746859,0.410387612422908
6.14960403797426,20.1354861708949,30.7539111046125,0.402237135045498
6.1539423327794,19.4802163411949,30.85865442819,0.394304781001128
6.15828062758454,18.8593282836313,30.954336574713,0.386591346755114
6.16261892238968,18.2709738663528,31.0414511936833,0.379095819215088
6.16695721719482,17.7134036749892,31.1204653632555,0.371821685130533
6.16990634174586,17.3511028048676,31.1697796153346,0.36700397539809
6.1728554662969,17.0017655767736,31.2156877219178,0.362287274987373
6.17580459084794,16.6649139806645,31.2583173431289,0.357671501645953
6.17875371539898,16.3400878078192,31.2977913897088,0.353156806632966
6.18170283995002,16.0268440429903,31.3342282152974,0.34874240915
6.18465196450106,15.7247560111724,31.3677418056364,0.344427446802902
6.1876010890521,15.4334127334184,31.3984419460883,0.340211307270368
6.19055021360314,15.1524184269705,31.4264343736989,0.336093138573361
6.19349933815418,14.881391942022,31.4518209232339,0.332071843799424
6.19644846270522,14.619966188689,31.4746996703644,0.328146387751026
6.19939758725627,14.3677876350668,31.4951650710761,0.324315714364945
6.20395582150882,13.9954186694871,31.5222596502664,0.318578505369881
6.20851405576137,13.6431318823199,31.544125652239,0.313059947871527
6.21307229001392,13.3097966552739,31.561065191115,0.307755057640359
6.21996073226279,12.8396633080463,31.5779456929849,0.300131897013609
6.22684917451166,12.4069611243465,31.5851385527466,0.292965294132831
6.23373761676053,12.0085552950085,31.5834815415992,0.286235204113555
6.2406260590094,11.6415737152287,31.5737422426038,0.279921295308202
6.24751450125828,11.3033843239032,31.5566241073916,0.274002855506507
6.25440294350715,10.9915758771105,31.5327715797832,0.268458927392454
6.26129138575602,10.703939997564,31.5027748688237,0.263268938771311
6.26817982800489,10.438454157687,31.4671744958275,0.258412851226732
6.27506827025377,10.1932658743286,31.4264655257981,0.25387078535725
6.28195671250264,9.96667822288902,31.3811014208327,0.249623293084786
6.28884515475151,9.757136695352,31.3314975348081,0.245652036167731
6.29573359700038,9.5632173259545,31.2780343029324,0.241939484442077
6.30262203924925,9.38361577786591,31.2210601687849,0.238468273803211
6.30951048149813,9.21713718444142,31.1608942711612,0.235221876928037
6.316398923747,9.0626868975593,31.0978289056691,0.232185396609351
6.32328736599587,8.91926219123746,31.032131778905,0.229344534054864
6.33017580824474,8.78594456176322,30.9640480733582,0.22668472843633
6.33706425049361,8.66189247009527,30.8938023374654,0.224192747641649
6.34395269274249,8.54633487152425,30.8216002154566,0.22185756443407
6.35084113499136,8.43856558543197,30.7476300342766,0.21966747617001
6.35772957724023,8.33793760671708,30.6720642575358,0.217611061998813
6.3646180194891,8.24385810333353,30.5950608159045,0.215678536163566
6.37150646173798,8.15578397543321,30.5167643256867,0.213861429412846
6.37839490398685,8.07321775798782,30.4373072065708,0.212150222924858
6.38528334623572,7.9957035976807,30.3568107048372,0.210536390410182
6.39217178848459,7.92282374173671,30.2753858290597,0.209013697384489
6.39906023073346,7.85419559182532,30.1931342088982,0.207575524038439
6.40594867298234,7.78946874735545,30.110148883997,0.206213400438415
6.41283711523121,7.72832188036764,30.0265150233342,0.204921835905802
6.41972555748008,7.67046058601924,29.9423105831585,0.203696976341471
6.42661399972895,7.61561546921387,29.8576069142753,0.202532231400216
6.43350244197783,7.56353938703632,29.7724693159893,0.201422786073874
6.4403908842267,7.51400582295148,29.6869575413469,0.200365329868274
6.44727932647557,7.46680753043562,29.6011262635471,0.19935566635166
6.45416776872444,7.42175459618284,29.5150255040902,0.198388564239639
6.46105621097331,7.37867266639981,29.4287010204375,0.197461795131677
6.46794465322219,7.33740219067103,29.3421946625316,0.196572739844648
6.47483309547106,7.29779711290875,29.2555447024635,0.195717632356286
6.48172153771993,7.25972344072502,29.1687861349827,0.19489320683247
6.4886099799688,7.22305825162212,29.0819509501872,0.19409824482882
6.49549842221768,7.18768922936535,28.9950683868227,0.193330541481941
6.50019470687471,7.16426589843627,28.9358216834193,0.192821124634075
6.50489099153175,7.14136659007695,28.8765732628971,0.192322416620002
6.50958727618879,7.11896270615784,28.8173305070895,0.191833982073122
6.51428356084583,7.09702731137694,28.7581003487007,0.191355226317073
6.51897984550286,7.07553503426857,28.6988893002152,0.190885607405863
6.52644379089578,7.04223100708112,28.6048374393907,0.190156882757402
6.5339077362887,7.00989817122382,28.5108716762144,0.18944822466493
6.54137168168162,6.9784549528396,28.4170127285429,0.1887579406393
6.54883562707454,6.94782741359651,28.3232792699169,0.188084494848504
6.56309500253902,6.89134956708591,28.144615033208,0.18683986985692
6.57735437800349,6.83720242713043,27.9665699374008,0.185643202994057
6.59161375346797,6.78503889835897,27.7892291134619,0.184487184405754
6.60587312893245,6.73457488981446,27.6126608417125,0.183365863850615
6.62013250439693,6.68557658375907,27.4369199709716,0.182274279618361
6.6343918798614,6.637847736905,27.2620513194133,0.181208255016506
6.64865125532588,6.59122237503139,27.0880916321155,0.180164275347196
6.66291063079036,6.54556086122499,26.9150706377346,0.179139370667949
6.67717000625484,6.50074654843903,26.7430119466237,0.178131050549139
6.69142938171931,6.45668218522233,26.5719340145138,0.177137240585397
6.70568875718379,6.41328649162127,26.4018510609924,0.176156205451611
6.73191926793246,6.3349831998907,26.0916118201832,0.174380183739915
6.75814977868113,6.25838268898287,25.7848176833833,0.172635491330551
6.78438028942981,6.18324772026481,25.4814863446663,0.170917055914215
6.81061080017848,6.10940507230504,25.1816188616007,0.169221196246074
6.83684131092715,6.03672274998965,24.8852057587273,0.167545238870243
6.86307182167582,5.96510142042528,24.5922293265983,0.165887177783813
6.88930233242449,5.89446947230519,24.3026649421299,0.1642455578591
6.91553284317316,5.82477513000916,24.0164831744382,0.16261940528364
6.94176335392184,5.755978385444,23.7336519462015,0.161007983960538
6.96799386467051,5.68804666556125,23.4541376892744,0.159410708855571
6.99422437541918,5.62095366494552,23.1779056495056,0.157827194071776
7,5.60629113536877,23.1175202525345,0.157480347643258
7,5.60629113536877,23.1175202525345,0.157480347643258
7.00000177739046,5.60772695108252,23.1175017016279,0.157480369925189
7.00000355478092,5.60916271002047,23.1174831586352,0.157480520636582
7.00000768396489,5.61249802149101,23.1174401085451,0.157481330134567
7.00001181314887,5.61583306221832,23.1173970964171,0.157482748505117
7.00001594233284,5.61916781072076,23.1173541254114,0.157484821687713
7.00002265010206,5.62458439812225,23.1172844103823,0.157489612054037
7.00003584289763,5.63523541113706,23.1171476235286,0.157504091177089
7.00004903569321,5.64588340958585,23.1170112717637,0.157525150112032
7.00006222848878,5.65652843021981,23.116875355363,0.157552618071087
7.0000839971039,5.67408671403951,23.116652039933,0.157611477911114
7.00010576571901,5.69163715760282,23.1164299094601,0.157686577470199
7.00012753433412,5.70917992804503,23.1162089634446,0.157777160284649
7.00014930294923,5.72671518876296,23.1159892013357,0.157882484187814
7.000192269059,5.76130418786279,23.1155589151755,0.158131015515188
7.00023523516877,5.79586558692463,23.115133235108,0.158429377255256
7.00027820127855,5.83040036632782,23.1147121572803,0.158773027513121
7.00032116738832,5.86490940586572,23.1142956779817,0.159157851103003
7.00036413349809,5.89939349987626,23.1138837936182,0.159580099039958
7.00040709960786,5.93385336797807,23.1134765006962,0.16003634631137
7.00045006571764,5.96828966278808,23.1130737958123,0.16052346172804
7.00049303182741,6.00270297617705,23.112675675645,0.161038583324825
7.00055899321765,6.05549063414546,23.1120733977413,0.161878008511864
7.00062495460789,6.10822710219313,23.1114819061337,0.162768874517658
7.00069091599812,6.16091386991447,23.1109011896893,0.163703783110286
7.00075687738836,6.2135522044834,23.1103312375783,0.16467636984598
7.0008228387786,6.26614319286982,23.1097720392179,0.165681123438593
7.00088880016884,6.31868777667561,23.1092235842257,0.166713233741869
7.00095476155908,6.3711867730162,23.1086858623915,0.167768499579391
7.00102072294932,6.42364088875667,23.108158863659,0.168843265146227
7.00108668433956,6.47605073401463,23.1076425781074,0.169934359016796
7.00122833436917,6.5884520195152,23.1065700309618,0.172320167530782
7.00136998439878,6.70065572922222,23.1055467482002,0.17474692366575
7.00151163442839,6.81266491880019,23.1045726358707,0.177198716007793
7.00165328445801,6.92448185607535,23.1036476012119,0.179663937978741
7.00179493448762,7.03610832027511,23.1027715522525,0.182133797490276
7.00193658451723,7.14754571589276,23.1019443976665,0.184601683701106
7.00207823454684,7.25879511572205,23.1011660467195,0.187062884087316
7.00221988457646,7.36985734030771,23.100436409158,0.189514154122389
7.00236153460607,7.480733058069,23.0997553950718,0.191953197680142
7.00250318463568,7.59142284863937,23.0991229148113,0.194378318325007
7.00264483466529,7.70192722114773,23.0985388789668,0.196788286794835
7.00278648469491,7.81224662039971,23.0980031983613,0.199182278507726
7.00302677075864,7.99896349865467,23.0972048391987,0.2032053157983
7.00326705682237,8.18515101892003,23.0965449358943,0.207179531166839
7.0035073428861,8.37081080465377,23.0960230567342,0.21110458098461
7.00374762894983,8.55594441261025,23.095638771284,0.214980622636743
7.00398791501356,8.74055336399393,23.0953916503518,0.218808068003245
7.00422820107729,8.92463915101891,23.095281265983,0.22258750759515
7.0046270229023,9.22903008576102,23.0953987255429,0.228756512145011
7.00502584472731,9.53199046998123,23.0958897572349,0.234798893497228
7.00542466655232,9.83352691551753,23.0967524263205,0.240718402498461
7.00609210432244,10.3349878861778,23.0990222434176,0.250359801786336
7.00675954209255,10.8325102148033,23.1023185397416,0.259683333110423
7.00742697986266,11.3261246434947,23.1066324167222,0.268704350093117
7.00809441763278,11.8158618094264,23.1119550461104,0.277437213815514
7.00876185540289,12.3017522486524,23.1182776696296,0.285895279360152
7.00983220577953,13.0730058165207,23.1304830154552,0.298916813279225
7.01090255615618,13.8345693079056,23.1452023226443,0.311311721737771
7.01197290653282,14.5865663712891,23.162400584838,0.32312363028013
7.01304325690946,15.3291196396797,23.1820432471193,0.334392056587305
7.01469992751954,16.4600938997976,23.2171860911646,0.350844737983032
7.01635659812963,17.5691802985012,23.2579788548409,0.366200596450952
7.01801326873971,18.656817277988,23.304299660438,0.380563502983682
7.01966993934979,19.7234361722592,23.3560290933433,0.394024947980386
7.02132660995987,20.7694611691199,23.4130501605156,0.406665016157779
7.02298328056995,21.79530893124,23.4752482482623,0.418556195678436
7.02463995118003,22.8013890412905,23.5425110803347,0.429760730846969
7.02629662179012,23.7881037134989,23.6147286762525,0.44033375837039
7.0279532924002,24.7558474038306,23.6917933085148,0.450327436869692
7.02960996301028,25.7050074110509,23.7735994598456,0.459787032315197
7.03126663362036,26.6359638803217,23.8600437817166,0.468752022711776
7.03292330423044,27.5490897375473,23.9510250537108,0.47725740719291
7.03457997484053,28.4447502638023,24.0464441418061,0.485339017059626
7.03579520494545,29.0908542484038,24.1192028978805,0.491014972252748
7.03701043505037,29.7278929060681,24.1942596263945,0.496487222696193
7.03822566515529,30.3560029003245,24.2715772665764,0.501770055075479
7.03905925730936,30.7817646719157,24.3259020640502,0.505289113665638
7.03989284946343,31.2034322847237,24.3812618824362,0.508722466213581
7.0407264416175,31.6210479078528,24.437645215386,0.512077325941733
7.04128954036582,31.9008790500138,24.4763061129778,0.514301295297663
7.04185263911414,32.178893697073,24.5154253755321,0.516488290657583
7.04241573786246,32.4551043865278,24.5549995490631,0.518641885315996
7.0428182832287,32.6514617670108,24.5835670860929,0.520162599736441
7.04322082859495,32.8469085137596,24.612364105294,0.521665446597899
7.04362337396119,33.041449107993,24.6413893677092,0.523151768914541
7.04402591932744,33.2350880280701,24.670641640651,0.524622715062388
7.04442846469369,33.4278298886446,24.7001196976358,0.526077987196089
7.04483101005993,33.6196792807887,24.729822318434,0.527517231944649
7.04523355542618,33.8106407569043,24.7597482891084,0.528940358487245
7.04563610079242,34.0007186785623,24.7898964018867,0.530348656402111
7.04603864615867,34.1899175597738,24.8202654550812,0.531742069892657
7.04644119152491,34.3782416780152,24.8508542530043,0.533122040087031
7.04684373689116,34.5656955985001,24.8816616060421,0.534487587446991
7.04724628225741,34.75228391593,24.912686330814,0.535837397621297
7.04764882762365,34.9380108261489,24.9439272500406,0.537173078736907
7.0480513729899,35.122880535555,24.9753831922715,0.538496037905366
7.04845391835614,35.3068974850692,25.0070529918872,0.539805623715887
7.04885646372239,35.4900660495604,25.0389354892616,0.541101584996738
7.04925900908863,35.6723906558893,25.0710295308674,0.542382911503555
7.04966155445488,35.8538752880519,25.1033339690199,0.54365219409284
7.05006409982113,36.034524190301,25.1358476616842,0.544909591141556
7.05046664518737,36.2143418551142,25.1685694726679,0.546153011348177
7.05086919055362,36.393332432394,25.2014982717291,0.547383175573872
7.05127173591986,36.5714999150827,25.2346329343606,0.548601925578594
7.05167428128611,36.7488484804123,25.2679723416276,0.549809294121992
7.05207682665235,36.925382398548,25.3015153802741,0.551004344803156
7.0524793720186,37.1011058096621,25.3352609428312,0.552187100267013
7.05288191738485,37.2760227443443,25.3692079275212,0.553358346217078
7.05328446275109,37.4501372611752,25.4033552381154,0.554518439737159
7.05368700811734,37.6234534595396,25.4377017839191,0.555667206119565
7.05408955348358,37.7959754013527,25.4722464798231,0.556804618653369
7.05449209884983,37.9677070888991,25.5069882462888,0.557930989968684
7.05489464421607,38.1386525064244,25.5419260092725,0.559046612532614
7.05529718958232,38.3088156417965,25.5770587001777,0.56015157136563
7.05590639021296,38.5648567156274,25.6305958624009,0.561803732941148
7.05651559084359,38.8191288640615,25.6845733717392,0.563432104020818
7.05712479147423,39.0716456205214,25.7389875950757,0.565037208880906
7.05773399210487,39.3224204173151,25.7938349272961,0.56661954873215
7.05875694441313,39.7396326700717,25.8868973787956,0.569226707091999
7.05977989672139,40.1520333154469,25.9811541936095,0.571773018050267
7.06080284902965,40.5596840558664,26.0765888253385,0.574260459921215
7.06182580133791,40.9626458229193,26.1731849413121,0.576690811401266
7.06377143187646,41.7163441986897,26.3600561157476,0.581162664089279
7.06571706241501,42.4537032710649,26.5509619608664,0.58544685802402
7.0667735042735,42.8473723728801,26.6562726794158,0.58769790538483
7.0667735042735,42.8473723728801,26.6562726794158,0.58769790538483
7.06677738770324,42.8456639748883,26.6566618825035,0.587705791551212
7.06678127113297,42.843955722876,26.6570510633074,0.587713384731645
7.06678916843733,42.8404822368356,26.6578424361164,0.587728036631555
7.06679706574168,42.8370092766472,26.6586337270283,0.587741659617734
7.06680496304603,42.8335368792084,26.6594249292303,0.587754198926048
7.06682112607803,42.8264318620667,26.6610439586029,0.587776563438715
7.06684849972765,42.8144040967977,26.6637850627626,0.587805091939969
7.06687587337727,42.8023827489056,26.6665250627679,0.587822794560696
7.06690324702689,42.7903675674933,26.6692639581498,0.587830825790553
7.06694137770449,42.7736406391563,26.6730773171287,0.587827801307616
7.06697950838208,42.7569247047773,26.6768885342043,0.58781046489013
7.06701763905967,42.7402192633243,26.6806976106739,0.587781127989951
7.06708050252949,42.7127000150168,26.6869727074287,0.58771134021873
7.06714336599931,42.6852067490699,26.693241995372,0.587620786452469
7.06720622946913,42.6577383696198,26.6995054799215,0.587514650032481
7.06726909293894,42.6302940871067,26.7057631662794,0.587396706725902
7.06733195640876,42.6028733181312,26.7120150594976,0.587269767251568
7.06739481987858,42.5754756214589,26.7182611645241,0.587135963921333
7.0674576833484,42.5481006592127,26.7245014862328,0.586996927903098
7.06752054681822,42.5207481715228,26.7307360294413,0.58685390745957
7.06758341028803,42.4934179580728,26.7369647989235,0.586707855368584
7.06764627375785,42.4661098638399,26.7431877994191,0.586559497191594
7.06770913722767,42.4388237680013,26.749405035641,0.586409384890566
7.06781270043343,42.393919551719,26.7596349431423,0.58615930306549
7.06791626363918,42.3490744659877,26.7698492398596,0.585906903978269
7.06801982684494,42.304288276311,26.7800479465944,0.585653062909499
7.06818520385743,42.2328922382725,26.7963016857108,0.585245999978407
7.06835058086991,42.1616454417244,26.8125158074367,0.584837751933789
7.0685159578824,42.0905474906666,26.828690395658,0.584428823552173
7.06868133489489,42.0195980146186,26.8448255340659,0.584019554455159
7.06893985231059,41.9089863884097,26.8699691540798,0.583379608605116
7.06951287878368,41.6650902751498,26.9253608479943,0.581961127698536
7.07008590525678,41.4229534345226,26.9802849121908,0.580543669721892
7.07065893172987,41.1825630802951,27.0347447684629,0.579127144424368
7.07152968887213,40.8205777614814,27.1166220030417,0.576975613306124
7.07240044601439,40.4625482101414,27.1974479399336,0.574825691921585
7.07327120315665,40.1084333187958,27.2772335491205,0.572677618693106
7.07471499624961,39.5297895731525,27.4072637127369,0.569120378684984
7.07615878934258,38.9616098430957,27.5345134106612,0.565569249013417
7.07760258243554,38.4037023060903,27.6590338581166,0.562024812198235
7.07904637552851,37.8558737647813,27.7808766410796,0.558487585402247
7.08171380210655,36.8696444309647,27.9991051826622,0.551973272106746
7.08438122868459,35.9160507320782,28.2086658359646,0.545488757850895
7.08871196485177,34.4345530953709,28.5311835791712,0.535032880185348
7.09304270101895,33.0317422466819,28.8328126616638,0.524678101511993
7.09737343718612,31.7033711458124,29.1146869838626,0.514437576020355
7.1017041733533,30.4454430876464,29.3778735781658,0.504324187126961
7.10603490952048,29.2541855254953,29.6233796341311,0.494349895051306
7.11036564568766,28.1260241909398,29.8521594279825,0.484525463312235
7.11469638185483,27.0575704702096,30.0651176569644,0.47486126625282
7.11902711802201,26.045615449246,30.2631110190329,0.465367502635845
7.12335785418919,25.087123491962,30.4469499906289,0.456052866326663
7.12768859035637,24.1792234121807,30.6174012051333,0.446924094933221
7.13201932652354,23.3191985782963,30.7751900005593,0.437988023681347
7.13635006269072,22.5044779625303,30.9210027710767,0.429252546091112
7.1406807988579,21.7326289868167,31.0554890710049,0.420722424642878
7.14501153502508,21.001350051646,31.1792635606127,0.412400090279243
7.14934227119225,20.3084627906132,31.2929078572586,0.404290452259217
7.15367300735943,19.6519061608174,31.3969723096667,0.396397293105293
7.15800374352661,19.0297303475143,31.4919776884128,0.388721335860382
7.16233447969379,18.4400904037137,31.5784167831517,0.381261693846725
7.16666521586096,17.8812397711596,31.6567559030897,0.374021942154647
7.16960189410049,17.5189579615223,31.7054941772026,0.369238377141094
7.17253857234001,17.1695809516758,31.750842584752,0.364554548662385
7.17547525057954,16.8326348702603,31.7929276772775,0.359970434622972
7.17841192881906,16.5076634312783,31.8318713173453,0.35548616690569
7.18134860705859,16.1942273231969,31.8677908678669,0.351100967552182
7.18428528529811,15.8919033673765,31.9007993783347,0.346814006221697
7.18722196353764,15.6002838900755,31.931005749597,0.342624685621519
7.19015864177716,15.3189762299277,31.9585148833888,0.338532162920837
7.19309532001669,15.0476021812982,31.9834278259652,0.334535365998655
7.19603199825621,14.7857974320461,32.0058419089751,0.330633285702471
7.19896867649574,14.5332110706951,32.0258508866599,0.326824883972592
7.20348784230942,14.1617462886184,32.0521508947676,0.321144431891509
7.20800700812309,13.8101395197462,32.0732822985792,0.315678283254484
7.21252617393677,13.4772820753027,32.0895413455496,0.310421620564165
7.21939803789633,13.0047300050119,32.1055525017886,0.302818208042012
7.22626990185588,12.5696981910451,32.1118562440389,0.295668258494268
7.23314176581543,12.1690516114014,32.1092903767445,0.2889519916541
7.24001362977499,11.7999173736991,32.0986226706775,0.282649324143866
7.24688549373454,11.4596621350743,32.0805568980232,0.276739775330023
7.2537573576941,11.1458729613807,32.0557379325943,0.271202623041639
7.26062922165365,10.8563394607412,32.0247565008775,0.266017521576141
7.2675010856132,10.5890368380962,31.9881537105401,0.261164626556226
7.27437294957276,10.3421101445464,31.9464252665805,0.256624239918042
7.28124481353231,10.1138598382324,31.9000253117661,0.252377104792056
