seconds,mg
113780,0.002430556
113790,0.002430556
113800,0.002430556
113810,0.002430556
113820,0.002430556
113830,0.002430556
113840,0.002430556
113850,0.002430556
113860,0.002430556
113870,0.002430556
113880,0.002430556
113890,0.002430556
113900,0.002430556
113910,0.002430556
113920,0.002430556
113930,0.002430556
113940,0.002430556
113950,0.002430556
113960,0.002430556
113970,0.002430556
113980,0.002430556
113990,0.002430556
114000,0.002430556
114010,0.002430556
114020,0.002430556
114030,0.002430556
114040,0.002430556
114050,0.002430556
114060,0.002430556
114070,0.002430556
114080,0.002430556
114090,0.002430556
114100,0.002430556
114110,0.002430556
114120,0.002430556
114130,0.002430556
114140,0.002430556
114150,0.002430556
114160,0.002430556
114170,0.002430556
114180,0.002430556
114190,0.002430556
114200,0.002430556
114210,0.002430556
114220,0.002430556
114230,0.002430556
114240,0.002430556
114250,0.002430556
114260,0.002430556
114270,0.002430556
114280,0.002430556
114290,0.002430556
114300,0.002430556
114310,0.002430556
114320,0.002430556
114330,0.002430556
114340,0.002430556
114350,0.002430556
114360,0.002430556
114370,0.002430556
114380,0.002430556
114390,0.002430556
114400,0.002430556
114410,0.002430556
114420,0.002430556
114430,0.002430556
114440,0.002430556
114450,0.002430556
114460,0.002430556
114470,0.002430556
114480,0.002430556
114490,0.002430556
114500,0.002430556
114510,0.002430556
114520,0.002430556
114530,0.002430556
114540,0.002430556
114550,0.002430556
114560,0.002430556
114570,0.002430556
114580,0.002430556
114590,0.002430556
114600,0.002430556
114610,0.002430556
114620,0.002430556
114630,0.002430556
114640,0.002430556
114650,0.002430556
114660,0.002430556
114670,0.002430556
114680,0.002430556
114690,0.002430556
114700,0.002430556
114710,0.002430556
114720,0.002430556
114730,0.002430556
114740,0.002430556
114750,0.002430556
114760,0.002430556
114770,0.002430556
114780,0.002430556
114790,0.002430556
114800,0.002430556
114810,0.002430556
114820,0.002430556
114830,0.002430556
114840,0.002430556
114850,0.002430556
114860,0.002430556
114870,0.002430556
114880,0.002430556
114890,0.002430556
114900,0.002430556
114910,0.002430556
114920,0.002430556
114930,0.002430556
114940,0.002430556
114950,0.002430556
114960,0.002430556
114970,0.002430556
114980,0.002430556
114990,0.002430556
115000,0.002430556
115010,0.002430556
115020,0.002430556
115030,0.002430556
115040,0.002430556
115050,0.002430556
115060,0.002430556
115070,0.002430556
115080,0.002430556
115090,0.002430556
115100,0.002430556
115110,0.002430556
115120,0.002430556
115130,0.002430556
115140,0.002430556
115150,0.002430556
115160,0.002430556
115170,0.002430556
115180,0.002430556
115190,0.002430556
115200,0.002430556
115210,0.002430556
115220,0.002430556
115230,0.002430556
115240,0.002430556
115250,0.002430556
115260,0.002430556
115270,0.002430556
115280,0.002430556
115290,0.002430556
115300,0.002430556
115310,0.002430556
115320,0.002430556
115330,0.002430556
115340,0.002430556
115350,0.002430556
115360,0.002430556
115370,0.002430556
115380,0.002430556
115390,0.002430556
115400,0.002430556
115410,0.002430556
115420,0.002430556
115430,0.002430556
115440,0.002430556
115450,0.002430556
115460,0.002430556
115470,0.002430556
115480,0.002430556
115490,0.002430556
115500,0.002430556
115510,0.002430556
115520,0.002430556
115530,0.002430556
115540,0.002430556
115550,0.002430556
115560,0.002430556
115570,0.002430556
115580,0.002430556
115590,0.002430556
115600,0.002430556
115610,0.002430556
115620,0.002430556
115630,0.002430556
115640,0.002430556
115650,0.002430556
115660,0.002430556
115670,0.002430556
115680,0.002430556
115690,0.002430556
115700,0.002430556
115710,0.002430556
115720,0.002430556
115730,0.002430556
115740,0.002430556
115750,0.002430556
115760,0.002430556
115770,0.002430556
115780,0.002430556
115790,0.002430556
115800,0.002430556
115810,0.002430556
115820,0.002430556
115830,0.002430556
115840,0.002430556
115850,0.002430556
115860,0.002430556
115870,0.002430556
115880,0.002430556
115890,0.002430556
115900,0.002430556
115910,0.002430556
115920,0.002430556
115930,0.002430556
115940,0.002430556
115950,0.002430556
115960,0.002430556
115970,0.002430556
115980,0.002430556
115990,0.002430556
116000,0.002430556
116010,0.002430556
116020,0.002430556
116030,0.002430556
116040,0.002430556
116050,0.002430556
116060,0.002430556
116070,0.002430556
116080,0.002430556
116090,0.002430556
116100,0.002430556
116110,0.002430556
116120,0.002430556
116130,0.002430556
116140,0.002430556
116150,0.002430556
116160,0.002430556
116170,0.002430556
116180,0.002430556
116190,0.002430556
116200,0.002430556
116210,0.002430556
116220,0.002430556
116230,0.002430556
116240,0.002430556
116250,0.002430556
116260,0.002430556
116270,0.002430556
116280,0.002430556
116290,0.002430556
116300,0.002430556
116310,0.002430556
116320,0.002430556
116330,0.002430556
116340,0.002430556
116350,0.002430556
116360,0.002430556
116370,0.002430556
116380,0.002430556
116390,0.002430556
116400,0.002430556
116410,0.002430556
116420,0.002430556
116430,0.002430556
116440,0.002430556
116450,0.002430556
116460,0.002430556
116470,0.002430556
116480,0.002430556
116490,0.002430556
116500,0.002430556
116510,0.002430556
116520,0.002430556
116530,0.002430556
116540,0.002430556
116550,0.002430556
116560,0.002430556
116570,0.002430556
116580,0.002430556
116590,0.002430556
116600,0.002430556
116610,0.002430556
116620,0.002430556
116630,0.002430556
116640,0.002430556
116650,0.002430556
116660,0.002430556
116670,0.002430556
116680,0.002430556
116690,0.002430556
116700,0.002430556
116710,0.002430556
116720,0.002430556
116730,0.002430556
116740,0.002430556
116750,0.002430556
116760,0.002430556
116770,0.002430556
116780,0.002430556
116790,0.002430556
116800,0.002430556
116810,0.002430556
116820,0.002430556
116830,0.002430556
116840,0.002430556
116850,0.002430556
116860,0.002430556
116870,0.002430556
116880,0.002430556
116890,0.002430556
116900,0.002430556
116910,0.002430556
116920,0.002430556
116930,0.002430556
116940,0.002430556
116950,0.002430556
116960,0.002430556
116970,0.002430556
116980,0.002430556
116990,0.002430556
117000,0.002430556
117010,0.002430556
117020,0.002430556
117030,0.002430556
117040,0.002430556
117050,0.002430556
117060,0.002430556
117070,0.002430556
117080,0.002430556
117090,0.002430556
117100,0.002430556
117110,0.002430556
117120,0.002430556
117130,0.002430556
117140,0.002430556
117150,0.002430556
117160,0.002430556
117170,0.002430556
117180,0.002430556
117190,0.002430556
117200,0.002430556
117210,0.002430556
